,name,preprocessed
931,얀 카라모,"['메리 데미랄', '가레스 베일', 'H. 크레스포', '더글라스 코스타']"
932,얀 콜러,"['김신욱', '루드 굴리트', '로멜루 루카쿠']"
933,에네스 위날,['웨인 루니']
934,에덤 타가트,['김승대']
935,에데르,"['피케', '로랑 블랑', '사뮈엘 움티티', '클레망 랑글레', '파올로 말디니']"
936,에데르 밀리탕,"['커트 주마', '라파엘 바란', '네이마르 Jr.', '세르히오 라모스', '파올로 말디니']"
937,에데르송,"['에데르', '데헤아', '다비드 실바', '티보 쿠르투아', '조 하트']"
938,에덴 아자르,"['네이마르 Jr.', '가레스 베일', '리오넬 메시', '손흥민']"
939,에드가,['기성용']
940,에딘 비슈차,['메수트 외질']
941,에딘 제코,"['S. 아구에로', '올리비에 지루', 'H. 크레스포', '호나우두']"
942,에딘손 카바니,"['H. 크레스포', '킬리안 음바페', '네이마르 Jr.', '호나우두']"
943,에란 자하비,['조던 헨더슨']
944,에런 모이,"['루카 모드리치', '이니에스타']"
945,에리크 라멜라,"['야프 스탐', '가레스 베일', '네이선 아케', '손흥민']"
946,에리크 보테긴,['루드 굴리트']
947,에릭 다이어,"['무사 시소코', 'P. 비에이라', '에마뉘엘 프티', '아르투로 비달', '미하엘 발락']"
948,에릭 바이,"['야프 스탐', '라파엘 바란', '세르히오 라모스', '파올로 말디니']"
949,에릭 브룩,"['라이언 세세뇽', '리오넬 메시', 'D. 마라도나', '네이마르 Jr.']"
950,에릭 풀가르,"['게리 네빌', '가리 메델']"
951,에마뉘엘 프티,"['은골로 캉테', '루드 굴리트', 'P. 비에이라', '미하엘 발락']"
952,에메르손,"['마르코스 알론소', '마르코스 로호', '에마뉘엘 프티', '홍철', '조르디 알바']"
953,에반데르,"['P. 비에이라', '라파엘 바란', '무사 뎀벨레', '로랑 블랑', '루드 굴리트']"
954,에베르 바네가,"['니콜라 페페', 'M. 테어슈테겐', '이니에스타', '아르투로 비달', '페페 레이나']"
955,에세키엘 폰세,"['S. 아구에로', '라파엘 바란', '세르히오 라모스', '파올로 말디니']"
956,에스쿠데로,"['토마스 뮐러', 'M. 클로제', '윌프리드 자하', '티모 베르너', 'A. 고메스']"
957,에우데르 코스타,"['에덴 아자르', '라힘 스털링', '홍철', '카일 워커', '마이클 오언']"
958,에우제비우,"['네이마르 Jr.', '리오넬 메시', '요한 크루이프', '루드 굴리트']"
959,엑토르 모레노,"['헐크', '한스 바나컨']"
960,엑토르 베예린,"['주앙 칸셀루', '페를랑 멘디', '이언 라이트', '차두리', '올리비에 지루']"
961,엑토르 에레라,"['사울', '토마스 파티', '코케', '안데르 에레라', '포르투']"
962,엔소 페레스,"['은골로 캉테', '에릭 다이어', '모르간 상송', '폴 포그바', 'E. 홀란']"
963,엘리스 스키리,"['피케', '레프 야신', '서동명', '데헤아', '티보 쿠르투아']"
964,엘리프 엘마스,"['피케', 'C. 푸욜', '라파엘 바란', '로랑 블랑', '클레망 랑글레']"
965,엠레 모르,"['커트 주마', '에우제비우', '홍철', '루크 쇼', '네이마르 Jr.']"
966,엠레 잔,"['F. 레이카르트', '미하엘 발락', 'P. 비에이라', '에마뉘엘 프티']"
967,연제운,"['심동운', '시오 월콧', '이동준']"
968,염기훈,"['루카 모드리치', '조지 베스트']"
969,예라이,"['야프 스탐', '라파엘 바란', '파올로 말디니']"
970,예리 미나,['나니']
971,예트로 빌럼스,"['마르셀루', '페를랑 멘디', '에마뉘엘 프티', '알렉스 산드루', '리오넬 메시']"
972,옌스 레만,"['로이 킨', '케일러 나바스', '에딘 제코', '라힘 스털링']"
973,오드리오솔라,"['커트 주마', '헐크', '제롬 보아텡', 'A. 뤼디거', 'R. 푸네스 모리']"
974,오디온 이갈로,"['로멜루 루카쿠', '아론 마르틴']"
975,오르샤,"['오세훈', '김신욱', '차범근']"
976,오리올 로메우,"['P. 비에이라', '에마뉘엘 프티']"
977,오마 곤잘레스,"['테오', '예트로 빌럼스', 'R. 버트란드', '홍철', '루드 굴리트']"
978,오반석,"['박주영', '장현수', '도안 리쓰', '호나우두']"
979,오범석,"['에딘 제코', '말컹', '맷 리치', 'A. 고메스', '김신욱']"
980,오사코 유야,"['호나우두', '아루나 코네']"
981,오스마르,"['홍정호', 'P. 비에이라', '곽광선', '잔프랑코 졸라', '김민재']"
982,오스카,"['펠레', '티모 베르너', 'C. 바캄부', '에마뉘엘 프티']"
983,오야르사발,"['올리비에 지루', '가레스 베일']"
984,오잔 카바크,"['S. 아구에로', '티모 베르너']"
985,오카자키 신지,"['손흥민', '모하메드 살라', '유리 베르치체', '가레스 베일', '루드 굴리트']"
986,온티베로스,"['리스 넬슨', '에데르', '카일 워커', '폴 포그바', '파올로 말디니']"
987,올라 존,"['S. 베르흐베인', '퀸시 프로머스', 'S. 베르흐이스', '아리언 로번']"
988,올리버 바우만,"['잔프랑코 졸라', '코케']"
989,올리버 칸,"['에데르', '레프 야신', 'A. 베고비치', '데헤아']"
990,올리버 핑크,"['주앙 칸셀루', '리스 제임스', '은골로 캉테', '리스 넬슨', '홍철']"
991,올리베르 토레스,"['구자철', '페르난도 토레스', '포르투', 'J. 드락슬러', '페르난도 가고']"
992,올리비에 지루,"['해리 케인', '루드 굴리트', '에딘 제코', '로멜루 루카쿠']"
993,와흐비 카즈리,"['제르단 샤키리', '리오넬 메시', '에릭 바이']"
994,요나스 헥토어,"['니콜라 페페', 'J. 히메네스', '조나탄 비에라', '페페 레이나', '티보 쿠르투아']"
995,요나탄 타,"['제롬 보아텡', '야프 스탐', '파올로 말디니', '팔카오', '루드 굴리트']"
996,요렌테,"['헐크', '우레이']"
997,요시다 마야,"['파올로 말디니', '카일 워커']"
998,요안 구르퀴프,"['지네딘 지단', '폴 포그바', '루드 굴리트', '미하엘 발락']"
999,요엘 아소로,"['S. 아구에로', '페드로 포로']"
1000,요주아 키미히,"['레온 고레츠카', '홍철', '미하엘 발락', '알렉스 산드루', '마르셀루']"
1001,요한 크루이프,"['프랭크 램파드', '리오넬 메시', '에우제비우', '루드 굴리트']"
1002,욘 귀데티,"['델리 알리', 'A. 야누자이', '로랑 블랑', '베베']"
1003,우레이,"['O. 솔샤르', '헐크', '알레샨드리 파투']"
1004,우로시 제리치,['L. 마테우스']
1005,우스만 뎀벨레,"['손흥민', '킬리안 음바페', '무사 뎀벨레', '네이마르 Jr.', '리오넬 메시']"
1006,웨스 모건,"['윌리앙 주제', '잔프랑코 졸라', '루드 굴리트', '요안 구르퀴프']"
1007,웨스턴 매케니,"['조엘 마티프', 'P. 비에이라', '파비뉴', '리오넬 메시', '루드 굴리트']"
1008,웨슬레이,['이동국']
1009,웨인 루니,"['폴 포그바', '리오넬 메시', '루드 굴리트', 'S. 아구에로']"
1010,웨인 헤네시,"['M. 펠라이니', '로멜루 루카쿠', '베론', '미하엘 발락', '루드 굴리트']"
1011,위고 요리스,"['잔루이지 부폰', '리스 넬슨', '에데르', '데헤아', '다비드 실바']"
1012,위삼 벤예데르,"['네이마르 Jr.', '킬리안 음바페', '리오넬 메시', 'S. 아구에로']"
1013,윌리안,"['페드로', '리오넬 메시', '에덴 아자르', '네이마르 Jr.']"
1014,윌리암 살리바,['리오넬 메시']
1015,윌리앙 주제,"['네이마르 Jr.', '손흥민']"
1016,윌리앙 카르발류,"['페르난도 토레스', '사디오 마네', 'P. 비에이라', 'A. 발렌시아']"
1017,윌프리드 자하,"['라파엘 바란', 'D. 마라도나', '네이마르 Jr.', '산티 미나']"
1018,유네스 벨한다,"['구자철', '페르난도 토레스']"
1019,유라이 쿠츠카,"['잭 스테픈', '김승규', '맷 리치', '위삼 벤예데르', '카일 워커']"
1020,유리 지르코프,"['무사 시소코', '가야', '루드 굴리트']"
1021,유리 틸레만스,"['폴 포그바', '루카 모드리치', '리오넬 메시', '루드 굴리트']"
1022,유상철,"['미하엘 발락', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
1023,유상훈,['잔프랑코 졸라']
1024,유세프 아탈,"['마르셀루', '페를랑 멘디', '카푸', '루드 굴리트', '파블로 마리']"
1025,유수프 사발리,"['A. 데이비스', '가레스 베일', '루드 굴리트', '대니 로즈']"
1026,유수프 포울센,"['손흥민', '프랭크 램파드', '가레스 베일', '케빈 폴란트', '호나우두']"
1027,윤보상,"['홍철', '심상민']"
1028,윤빛가람,['조광래']
1029,윤석영,"['현영민', '유리 베르치체']"
1030,윤영선,"['야프 스탐', '이정수', '김영권', '파올로 말디니']"
1031,윤일록,"['A. 고메스', '파올로 말디니']"
1032,윤정환,"['고종수', '송종국', '서정원', '네이마르 Jr.']"
1033,율리안 브란트,"['리오넬 메시', '킬리안 음바페', '네이마르 Jr.', '무사 뎀벨레']"
1034,은골로 캉테,"['마르셀루', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
1035,이강인,"['가레스 베일', '에덴 아자르', '네이마르 Jr.', 'A. 발렌시아']"
1036,이광선,"['J. 마스체라노', '구보 다케후사', '나가토모 유토']"
1037,이광연,['손흥민']
1038,이근호,"['호나우두', '박주영', '리오넬 메시', '티에리 앙리']"
1039,이냐키 윌리암스,"['닉 포프', 'S. 루디', '리스 넬슨', '레프 야신', '제르단 샤키리']"
1040,이니고 마르티네스,"['V. 린델뢰프', '조지 베스트', 'R. 프레이저']"
1041,이니에스타,"['네이마르 Jr.', '루카 모드리치', '시오 월콧', '리오넬 메시']"
1042,이동경,['곽태휘']
1043,이동국,"['설기현', '이천수', '조지 베스트', '데얀']"
1044,이동준,['리오넬 메시']
1045,이드리사 게예,"['호베르투 피르미누', '은골로 캉테', '카일 워커', '에데르']"
1046,이르빙 로사노,"['A. 셰브첸코', '케빈 가메이로', 'P. 비에이라']"
1047,이민성,"['D. 트레제게', '김신욱', '말컹', '라마단 소비']"
1048,이반 라키티치,"['레온 고레츠카', '가레스 베일', '루드 굴리트', '에마뉘엘 프티']"
1049,이반 페리시치,"['은골로 캉테', '손흥민', '얀 베르통언', '가레스 베일', '루드 굴리트']"
1050,이병근,['D. 트레제게']
1051,이사 디오프,['라파엘 바란']
1052,이상윤,"['고정운', '손흥민', '에덴 아자르', '가레스 배리']"
1053,이상헌,"['이정수', '홍명보', '파올로 말디니', '김태영']"
1054,이스마일리,"['C. 브라보', 'M. 테어슈테겐']"
1055,이스코,"['리오넬 메시', '루카 모드리치', '가레스 베일', '리스 넬슨']"
1056,이승모,"['케빈 포크트', '게리 네빌', '이시영', 'P. 비에이라', '장현수']"
1057,이승우,"['D. 마라도나', '리오넬 메시', '김민우', '손흥민']"
1058,이시영,"['홍철', '고요한', '로멜루 루카쿠', '카일 워커']"
1059,이아고 아스파스,"['라파엘 바란', 'D. 스터리지', 'D. 마라도나', '리오넬 메시', '파올로 말디니']"
1060,이야라멘디,"['에덴 아자르', '카림 벤제마', '시오 월콧', '야야 사노고', '알마미 투레']"
1061,이언 라이트,"['로비 파울러', '라울', '킬리안 음바페', '리오넬 메시']"
1062,이언 러시,"['이언 라이트', '라울', '이반 라키티치', '티에리 앙리']"
1063,이영재,"['박지성', '유상철']"
1064,이영표,"['홍철', '차두리', '리오넬 메시', '김태영']"
1065,이용,"['이영표', '차두리', '홍철', '카일 워커', '송종국']"
1066,이우통,"['단테', '나우두', '제프리 브뤼마', '다비드 알라바', '하네스 볼프']"
1067,이운재,"['조재진', '조현우', '레프 야신', '티에리 앙리']"
1068,이을용,"['아르투로 비달', '피케', '박종우', '폴 스콜스']"
1069,이임생,"['이영표', '손흥민', '데얀', '이청용']"
1070,이재성,"['기성용', '사울', '김도근', '김민우']"
1071,이재익,"['H. 크레스포', 'P. 비에이라', '미하엘 발락', '오세훈', '루드 굴리트']"
1072,이정수,"['P. 비에이라', '세르히오 라모스', '홍명보', '파올로 말디니']"
1073,이정협,['로스 바클리']
1074,이종호,"['홍정호', '권경원', 'P. 오바메양', '최진철', '김민재']"
1075,이지솔,"['커트 주마', '김태환', '마르셀루', '최준']"
1076,이진현,"['도안 리쓰', '김준형', '에마뉘엘 프티']"
1077,이창민,"['마이클 캐릭', '에딘 제코', 'P. 비에이라', '에드가', '포르투']"
1078,이천수,"['네이마르 Jr.', '에덴 아자르', '리오넬 메시', '손흥민']"
1079,이청용,"['구자철', '유리 베르치체', 'C. 벤테케', '손흥민']"
1080,이태희,['홍철']
1081,일카이 귄도안,"['다비드 루이스', '다비드 실바', '페르난지뉴', '도안 리쓰']"
1082,임상협,['박용우']
1083,임선영,['리오 퍼디난드']
1084,자말 러셀스,"['뤼카 디뉴', '제롬 보아텡', '니클라스 쥘레', 'P. 오바메양', '루드 굴리트']"
1085,자우메 코스타,"['페를랑 멘디', '카림 벤제마', '로렌', '홍철', '케빈 말키']"
1086,잔드로 바그너,['마르코 로이스']
1087,잔루이지 부폰,"['W. 슈체스니', '에덴 아자르', '리스 넬슨', '데헤아']"
1088,잔루카 만치니,"['제롬 보아텡', '아르만도 이초']"
1089,잔프랑코 졸라,"['프랭크 램파드', '에덴 아자르', '리오넬 메시', 'A. 델피에로']"
1090,장 보세주르,['마리오 괴체']
1091,장대일,"['안정환', '차두리', '이상헌', '김태영']"
1092,장윤호,"['기성용', '황의조', '에마뉘엘 프티']"
1093,장현수,"['라파엘 바란', '세르히오 라모스', '김영권', '김민재']"
1094,잭 로드웰,"['미하엘 발락', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
1095,잭 버틀런드,"['L. 마테우스', '아르투로 비달']"
1096,잭 윌셔,"['후안 마타', '나빌 벤탈렙', '루드 굴리트', '프레드']"
1097,저메인 데포,"['O. 마틴스', '해리 케인']"
1098,저메인 렌스,['피케']
1099,정경호,"['이정수', '고정운', '김도근', '차범근']"
1100,정우영,"['기성용', '파울리뉴', '루드 굴리트', '마이클 오언']"
1101,정운,"['폴 포그바', '루드 굴리트']"
1102,정태욱,"['김민재', 'P. 비에이라', '루드 굴리트', '파올로 말디니']"
1103,정현철,['윌리앙 주제']
1104,제라르 모레노,"['랜던 도노번', '프랑크 리베리', '가레스 베일', '네이마르 Jr.', '마르코 로이스']"
1105,제레미 마티외,"['헤수스 코로나', '네이마르 Jr.']"
1106,제롬 보아텡,"['라파엘 바란', '리오 퍼디난드', '파올로 말디니', '솔 캠벨']"
1107,제르단 샤키리,"['D. 마라도나', '호베르투 피르미누', '리오넬 메시', '모하메드 살라']"
1108,제르비뉴,"['누리 샤힌', '도안 리쓰', '에마뉘엘 프티', '악셀 비첼', '마르셀루']"
1109,제르송,"['다비드 루이스', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
1110,제시 린가드,"['리오 퍼디난드', 'L. 마테우스', '니코 슐츠', '디에고 콘텐토', '루드 굴리트']"
1111,제이든 산초,"['네이마르 Jr.', '리오넬 메시', '킬리안 음바페', '리스 넬슨']"
1112,제이미 바디,"['웨인 루니', '해리 케인', '킬리안 음바페', '리오넬 메시']"
1113,제이미 캐러거,"['커트 주마', '디아프라 사코', '조엘 마티프', 'A. 고메스', '파비뉴']"
1114,제이손 무리요,"['팔카오', '포르투']"
1115,제임스 매디슨,"['모하메드 살라', '라힘 스털링', '제이미 바디', '이니에스타']"
1116,제임스 밀너,"['루카 모드리치', '루드 굴리트', 'P. 비에이라', '에마뉘엘 프티']"
1117,제프 헨드릭,['호아킨']
1118,제프리 브뤼마,"['라파엘 바란', 'F. 칸나바로', '파올로 말디니', '네이선 아케']"
1119,젠기즈 윈데르,"['다비드 실바', '루이스 피구', '리오넬 메시', '손흥민']"
1120,젠나로 가투소,"['P. 비에이라', '루드 굴리트', '로멜루 루카쿠', '에마뉘엘 프티']"
1121,젠크 토순,['웨인 루니']
1122,젤송 마르팅스,"['홍철', '크리스티아누 호날두', '라힘 스털링']"
1123,조 고메스,"['리오 퍼디난드', '조엘 마티프', '라파엘 바란', 'A. 고메스', '파비뉴']"
1124,조 하트,"['닉 포프', 'B. 라우드루프', '티보 쿠르투아', '에데르']"
1125,조광래,"['최영준', '박종우']"
1126,조나스,"['손흥민', '차두리', '홍철', '네이마르 Jr.', '카일 워커']"
1127,조나스 마르탕,['루드 굴리트']
1128,조나탄 비에라,"['사울', '산티 미나', 'J. 드락슬러', '페르난도 토레스']"
1129,조나탕,"['L. 마테우스', 'H. 크레스포', '호베르투 피르미누', '호나우두']"
1130,조나탕 밤바,"['에덴 아자르', '리오넬 메시', '킬리안 음바페', '페르난도 토레스']"
1131,조나탕 이코네,"['산티 미나', '무사 뎀벨레', '위삼 벤예데르', '루드 굴리트', '아루나 코네']"
1132,조니,"['게리 네빌', 'H. 크레스포', '카일 워커', 'A. 발렌시아']"
1133,조니 에번스,['산티 미나']
1134,조던 아이브,['조던 모리스']
1135,조던 픽포드,"['카시야스', '케파', '은골로 캉테', '케일러 나바스']"
1136,조던 헨더슨,"['파비뉴', 'F. 페레이라', '카일 워커', 'A. 발렌시아']"
1137,조르디 알바,"['홍철', '리오넬 메시', '알바로']"
1138,조르지뉴,"['박지성', 'P. 비에이라', '은골로 캉테', '루드 굴리트']"
1139,조바니 로셀소,"['헤수스 코로나', '가레스 베일', '에릭 다이어', '리오넬 메시', '티아고']"
1140,조슈아 킹,"['라파엘 바란', 'C. 발데라마', '루드 굴리트', '호나우두']"
1141,조엘 마티프,"['파비뉴', '잔루이지 부폰', '디아프라 사코', '라파엘 바란']"
1142,조엘 워드,"['윌프리드 자하', '웨인 헤네시', 'A. 발렌시아', '막스 마이어', '데헤아']"
1143,조엘 캠벨,"['윌리앙 주제', '가레스 베일', '니콜라 페페']"
1144,조영욱,"['라파엘 바란', '잔프랑코 졸라', '김신욱', '오세훈', '올리비에 지루']"
1145,조유민,['루드 굴리트']
1146,조재완,['유상철']
1147,조재진,"['H. 크레스포', '김신욱', '손흥민', 'R. 푸네스 모리']"
1148,조주에 시아물레라,['카시야스']
1149,조지 베스트,"['리오넬 메시', '네이마르 Jr.', '로멜루 루카쿠']"
1150,조지 알티도어,"['니콜라 은쿨루', '파비뉴', '로멜루 루카쿠', '카를로스 바카']"
1151,조현우,"['서동명', '데헤아', '티보 쿠르투아', '김승규']"
1152,존 브룩스,['시오 월콧']
1153,존 스톤스,"['라파엘 바란', 'P. 비에이라', '파올로 말디니', '페를랑 멘디']"
1154,존 오셰이,"['에릭 바이', '로랑 블랑', '솔 캠벨', '루드 굴리트', '파올로 말디니']"
1155,존조 셸비,"['잭 윌셔', '기성용', '에릭 다이어', '루드 굴리트']"
1156,졸리언 레스콧,"['라파엘 바란', '뱅상 콤파니', '파올로 말디니', '에마뉘엘 프티']"
1157,주니오,"['홍철', '리언 발로군', '말컹', '로멜루 루카쿠']"
1158,주세종,"['로만 뷔어키', '기성용', '박지성', '루드 굴리트', '이재성']"
1159,주앙 마리우,"['H. 크레스포', '루이스 피구', 'P. 오바메양', '알레샨드리 파투', '리오넬 메시']"
1160,주앙 무티뉴,"['티아구 실바', '케파', '레온 고레츠카', '다비드 실바', '파올로 말디니']"
1161,주앙 제주스,"['세르히오 라모스', 'F. 칸나바로']"
1162,주앙 칸셀루,"['폴 포그바', '샤비 토레스', '루드 굴리트', '카일 워커']"
1163,주앙 펠릭스,"['에우제비우', '킬리안 음바페', '네이마르 Jr.', '손흥민']"
1164,주이아누 메스트리스,"['A. 발렌시아', '차두리', '넬송 세메두', '카일 워커', '조르디 알바']"
1165,쥘 쿤데,"['로만 뷔어키', 'J. 데이비드', '킬리안 음바페', '주앙 펠릭스', 'M. 더리흐트']"
1166,지네딘 지단,"['요한 크루이프', '에우제비우', '루드 굴리트', 'P. 비에이라']"
1167,지동원,"['구자철', '김신욱', '루카스 모라', '파올로 말디니']"
1168,지브릴 시디베,"['페를랑 멘디', 'A. 발렌시아', '에마뉘엘 프티', '가브리엘', '카일 워커']"
1169,지오구 달로,"['I. 상가레', '에마뉘엘 프티', 'P. 비에이라', '미하엘 발락', '루드 굴리트']"
1170,지오바니 시오,"['라이언 긱스', '염기훈']"
1171,진경선,"['제롬 보아텡', '솔 캠벨']"
1172,차두리,"['카일 워커', '카푸', '루드 굴리트', '파올로 말디니']"
1173,차범근,"['손흥민', '티에리 앙리', '루드 굴리트', '호나우두']"
1174,최성용,"['송종국', '이영표', '차두리']"
1175,최순호,"['H. 크레스포', '최용수', 'S. 아구에로', 'M. 반바스텐', '김신욱']"
1176,최영일,['F. 칸나바로']
1177,최용수,"['김도훈', '루카 모드리치', '해리 케인', '손흥민']"
1178,최은성,"['김영광', '이운재', '레프 야신', '파올로 말디니']"
1179,최진철,"['이정수', '세르히오 라모스', '홍명보', '파올로 말디니']"
1180,최철순,"['김태환', '루카 모드리치', '차두리', '은골로 캉테']"
1181,최태욱,"['홍철', '손흥민', '차두리', '하석주']"
1182,치로 임모빌레,"['C. 비에리', '크리스티아누 호날두', 'M. 발로텔리', '티에리 앙리']"
1183,치아구 멘지스,"['은골로 캉테', '에마뉘엘 프티', '파울리뉴', '페르난지뉴', '파비뉴']"
1184,치차리토,"['콰조 아사모아', '웨인 루니', '알마미 투레', '에딘 제코']"
1185,카날레스,"['코너 코디', '조엘 마티프', '네이선 아케', '데클런 라이스']"
1186,카라 음보지,['주앙 마리우']
1187,카르바할,"['홍철', '다비드 알라바', '가레스 베일', '조르디 알바', '마르셀루']"
1188,카를로스 바카,"['크리스티아누 호날두', '팔카오', '리오넬 메시']"
1189,카를로스 페르난데스,['홍철']
1190,카림 벤제마,"['크리스티아누 호날두', '라울', '티에리 앙리', '호나우두']"
1191,카림 벨라라비,['파비뉴']
1192,카스퍼 돌베르,"['S. 아구에로', 'M. 발로텔리', '크리스티아누 호날두', 'H. 크레스포']"
1193,카시야스,"['크리스티아누 호날두', '리오넬 메시', '티보 쿠르투아', '데헤아']"
1194,카이 하베르츠,"['테오', '홍철', '알렉스 산드루', '루드 굴리트']"
1195,카일 래퍼티,['유라이 쿠츠카']
1196,카일 워커,"['주앙 칸셀루', '홍철', 'A. 발렌시아']"
1197,카제미루,"['P. 비에이라', '에마뉘엘 프티', '사미 케디라', '루카 모드리치', '파비뉴']"
1198,카푸,"['다니엘 바스', '차두리', '파올로 말디니', '카일 워커']"
1199,칸 아이한,"['알반 라퐁', '리스 넬슨', '페를랑 멘디', 'A. 아레올라', '티보 쿠르투아']"
1200,칼럼 체임버스,"['소크라티스', '카일 워커', '솔 캠벨']"
1201,캄파냐,"['뤼카 디뉴', '라파엘 바란', '홍철', '알렉스 산드루', '파올로 말디니']"
1202,캘빈 스텡스,"['브릴 엠볼로', '로멜루 루카쿠']"
1203,커트 주마,"['라파엘 바란', '루카 모드리치', 'R. 푸네스 모리']"
1204,케니 랄라,"['토마스 뮐러', '라힘 스털링', '다비드 실바', '리로이 자네', '마르코 로이스']"
1205,케니 테테,"['헤수스 코로나', '가레스 베일']"
1206,케빈 가메이로,"['에덴 아자르', '크리스티아누 호날두', '펠레', '알레샨드리 파투', '호나우두']"
1207,케빈 미랄라스,['무사 시소코']
1208,케빈 음바부,"['홍철', '가레스 베일', '조지 베스트', '카일 워커']"
1209,케빈 캄플,"['박지성', '은골로 캉테', '루드 굴리트', '티에리 앙리']"
1210,케빈 트라프,"['L. 보누치', '디에고 고딘', 'P. 비에이라', '솔 캠벨', 'F. 칸나바로']"
1211,케빈 포크트,"['홍철', '더글라스 코스타', '카일 워커']"
1212,케빈 폴란트,"['토마스 뮐러', '웨인 루니', '카이 하베르츠', 'S. 아구에로']"
1213,케이타 발데,"['펠레', '킬리안 음바페', '나비 케이타', '손흥민']"
1214,케일러 나바스,"['카시야스', 'H. 크레스포', '크리스티아누 호날두', '데헤아']"
1215,케파,"['조던 헨더슨', '파비뉴', '리오넬 메시']"
1216,켈빈 아미안,"['P. 비에이라', '로이 킨', '후안프란', '루드 굴리트', '파올로 말디니']"
1217,코랑탕 톨리소,"['아르투로 비달', '폴 포그바', '루드 굴리트', 'P. 비에이라']"
1218,코케,"['세스크 파브레가스', '파벨 네드베드', '메수트 외질', '이반 라키티치']"
1219,콘라트 라이머,['디에고 데메']
1220,콰조 아사모아,"['아르투로 비달', '제임스 밀너', '은골로 캉테', '파올로 말디니']"
1221,쿠아레즈마,"['가레스 베일', 'H. 크레스포', '루이스 피구', '로멜루 루카쿠']"
1222,쿠티뉴,"['네이마르 Jr.', '펠레', '에덴 아자르', '리오넬 메시']"
1223,쿤 카스테일스,"['헐크', '네이마르 Jr.', '히샤를리송', '쿠티뉴', '호나우두']"
1224,퀸시 프로머스,"['에덴 아자르', '리오넬 메시', '제이미 바디', '손흥민']"
1225,크레팡 디아타,"['에덴 아자르', '페드로', '메이슨 마운트', '제임스 매디슨', '윌리안']"
1226,크리스 스몰링,"['에릭 바이', '야프 스탐', '로랑 블랑', 'F. 레이카르트', 'A. 뤼디거']"
1227,크리스티아누 호날두,"['네이마르 Jr.', '티에리 앙리', '리오넬 메시', '호나우두']"
1228,크리스티안 리베라,"['킬리안 음바페', '페드로 포로']"
1229,크리스티안 테요,"['케이타 발데', '고란 판데프', '주앙 마리우']"
1230,클레망 랑글레,"['C. 푸욜', '피케', '파올로 말디니', 'R. 푸네스 모리']"
1231,키어런 티어니,"['박지성', '헤낭 로지', '루드 굴리트', '애슐리 콜']"
1232,킬리안 음바페,"['리오넬 메시', '크리스티아누 호날두', '네이마르 Jr.', '티에리 앙리']"
1233,킹슬레 코망,"['리로이 자네', '킬리안 음바페', '프랑크 리베리', '무사 뎀벨레']"
1234,타이손,"['라파엘 바란', 'P. 킴펨베', '다비드 실바', '사뮈엘 움티티', '파올로 말디니']"
1235,타일러 애덤스,"['가레스 베일', '킬리안 음바페', '지오구 달로', 'A. 발렌시아']"
1236,탕기 은돔벨레,"['무사 시소코', 'P. 비에이라', '아르투로 비달', '에릭 다이어', '루드 굴리트']"
1237,테디 셰링엄,"['O. 솔샤르', 'A. 고메스', '해리 케인', '웨인 루니']"
1238,테오,"['F. 칸나바로', '페를랑 멘디', '파올로 말디니', '가레스 베일']"
1239,테이 사바니에,"['S. 아구에로', '티모 베르너', 'P. 오바메양', '다니엘 바스', '루드 굴리트']"
1240,토니 빌레나,"['예트로 빌럼스', 'P. 비에이라', '에마뉘엘 프티', '라자 나잉골란', '루드 굴리트']"
1241,토니 애덤스,"['타일러 애덤스', '야프 스탐', '아담 마헤르', '토니 빌레나', '파올로 말디니']"
1242,토니 크로스,"['P. 비에이라', '토니 빌레나', '미하엘 발락', '루카 모드리치', '루드 굴리트']"
1243,토르간 아자르,"['에덴 아자르', '아리언 로번', '네이마르 Jr.', '마리오 괴체', '제이든 산초']"
1244,토마 르마르,"['케빈 트라프', '펠레', '네이마르 Jr.', '킬리안 음바페']"
1245,토마 뫼니에,"['P. 비에이라', '에마뉘엘 프티', '레온 고레츠카', '폴 포그바', '루드 굴리트']"
1246,토마스 링콘,"['나니', '에딘 제코']"
1247,토마스 뮐러,"['해리 케인', '루드 굴리트', 'H. 크레스포', '티에리 앙리']"
1248,토마스 파티,"['이반 라키티치', '파울리뉴', '로스 바클리', '라자 나잉골란', '루드 굴리트']"
1249,토마시 네치트,['얀 콜러']
1250,토제,"['레온 고레츠카', '마르코 베라티', '네이마르 Jr.', '산티 미나']"
1251,톰 데이비스,"['루드 굴리트', '에마뉘엘 프티']"
1252,톰 히턴,['네마냐 마티치']
1253,트로이 디니,"['리오 퍼디난드', '제롬 보아텡', 'P. 레초스', '소크라티스', '파올로 말디니']"
1254,티머시 웨아,['루드 굴리트']
1255,티모 베르너,"['토마스 뮐러', '리로이 자네', 'P. 오바메양', '페르난도 토레스']"
1256,티모 호른,"['티모 베르너', '테오', '마르셀루', '페를랑 멘디']"
1257,티미 챈들러,"['라힘 스털링', 'P. 비에이라', '매튜 레키', '카일 워커', '파올로 말디니']"
1258,티보 쿠르투아,"['에데르', '케일러 나바스', 'A. 베고비치', '데헤아']"
